wikipedia_title,wikidata_id,party_raw,party_group
Edward M. Dickson,Q105230049,,Other
Edward M. Fullington,Q5344261,Republican Party,Republican
Edward M. Grout,Q102116510,,Other
Edward M. Holland,Q5344266,Democratic Party,Democrat
Edward M. House,Q704368,Democratic Party,Democrat
Edward M. Hunter,Q18739708,,Other
Edward M. Irwin,Q5344267,Republican Party,Republican
Edward M. Kennedy Jr.,Q3048622,Democratic Party,Democrat
Edward M. Kinsella,Q18749043,Republican Party,Republican
Edward M. Lambert Jr.,Q5344275,Democratic Party,Democrat
Edward M. Madden,Q5344280,Republican Party,Republican
Edward M. Schneider,Q15997410,Republican Party,Republican
Edward Major,Q5344304,,Other
Edward Maloney,Q5344310,Democratic Party,Democrat
Edward Manning Bigelow,Q5344325,,Other
Edward Manton,Q5344331,,Other
Edward Manuel,Q5344333,,Other
Edward Martin (Pennsylvania politician),Q355764,Republican Party,Republican
Edward Mazurek,Q5344380,Democratic Party,Democrat
Edward McAlexander,Q27468327,,Other
Edward McBroom,Q31493520,Republican Party,Republican
Edward McClain (Alabama politician),Q5344386,Democratic Party,Democrat
Edward McCrady,Q23616725,,Other
Edward McEntee,Q5344392,,Other
Edward McGarry (Wisconsin politician),Q5344394,Democratic Party,Democrat
Edward McGarry (soldier-politician),Q5344395,,Other
Edward McGlachlin,Q21664705,Republican Party,Republican
Edward McMurray Smith,Q27662049,Republican Party,Republican
Edward McNally,Q5344412,Democratic Party,Democrat
Edward McPherson,Q5344417,Republican Party,Republican
Edward Mezvinsky,Q1292996,Democratic Party,Democrat
Edward Michael Keating,Q15432438,Democratic Party,Democrat
Edward Mifflin,Q5344458,Republican Party,Republican
Edward Mitchell (Illinois politician),Q137605035,,Other
Edward Mitchell (New York politician),Q106867750,Republican Party,Republican
Edward Morrone,Q32539589,,Other
Edward Moseley,Q5344535,,Other
Edward Moukawsher,Q84462583,Democratic Party,Democrat
Edward Murphy Jr.,Q945610,Democratic Party,Democrat
Edward N. Allen,Q5344567,Republican Party,Republican
Edward N. Ament,Q5344569,,Other
Edward Nager,Q5344581,Democratic Party,Democrat
Edward Nedza,Q29415746,,Other
Edward Nelson Woodruff,Q67905708,,Other
Edward Nordman,Q19787343,Democratic Party,Democrat
Edward Nothnagle,Q59600581,Republican Party,Republican
Edward Nott,Q5344652,,Other
Edward O'Neill (Wisconsin politician),Q5344671,Democratic Party,Democrat
Edward O. Hamlin,Q137671445,,Other
Edward O. Smith,Q19975235,,Other
Edward O. Wolcott,Q1293143,Republican Party,Republican
Edward Odom,Q108864387,,Other
Edward Oscar McCowen,Q5344703,Republican Party,Republican
Edward Osienski,Q16733887,Democratic Party,Democrat
Edward Overton Jr.,Q5344707,Republican Party,Republican
Edward P. Allen,Q1293200,Republican Party,Republican
Edward P. Barry,Q5344719,Democratic Party,Democrat
Edward P. Branch,Q16023398,,Other
Edward P. Carville,Q343849,Democratic Party,Democrat
Edward P. Costigan,Q1293207,Democratic Party,Democrat
Edward P. Cyr,Q22696536,Republican Party,Republican
Edward P. Gallogly,Q17321358,Democratic Party,Democrat
Edward P. Hagan,Q5344723,Democratic Party,Democrat
Edward P. Kirby,Q16090840,Republican Party,Republican
Edward P. Knowles,Q19665498,Whig Party,Other
Edward P. Larkin,Q17332467,Republican Party,Republican
Edward P. Little,Q585655,Democratic Party,Democrat
Edward P. Lull,Q5344729,,Other
Edward P. McCabe,Q5344728,Republican Party,Republican
Edward P. Petri,Q102329493,Republican Party,Republican
Edward P. Weed,Q16063416,Democratic Party,Democrat
Edward P. Wojnaroski,Q5344736,Democratic Party,Democrat
Edward Parke Custis Lewis,Q5344754,Democratic Party,Democrat
Edward Parsons Smith,Q5344776,Republican Party,Republican
Edward Partridge Jr.,Q5344779,,Other
Edward Patrick McManus,Q112337518,,Other
Edward Patton,Q104903541,,Other
Edward Perrin Edmunds,Q22338282,Republican Party,Republican
Edward Petka,Q5344840,Republican Party,Republican
Edward Petty,Q109298485,,Other
Edward Philip Livingston,Q1293239,Democratic-Republican Party,Democrat
Edward Pier,Q19518206,,Other
Edward Pilsbury,Q16873300,,Other
Edward Poelstra,Q63386616,Republican Party,Republican
Edward Polewarczyk,Q125197852,Republican Party,Republican
Edward Pollard (politician),Q112754187,,Other
Edward Preston,Q5344897,,Other
Edward Quick,Q54818639,Democratic Party,Democrat
Edward R. Brandt,Q19873898,Republican Party,Republican
Edward R. Burke,Q1228837,Democratic Party,Democrat
Edward R. Cassatt,Q108076157,,Other
Edward R. Dudley (state legislator),Q115965261,,Other
Edward R. Hays,Q1293285,Republican Party,Republican
Edward R. Kirkland,Q113940387,Democratic Party,Democrat
Edward R. McLaughlin,Q18217697,Republican Party,Republican
Edward R. O'Malley,Q5344957,Republican Party,Republican
Edward R. Rayher,Q109283897,Republican Party,Republican
Edward R. Reilly,Q5344960,Republican Party,Republican
Edward R. Roybal,Q1115522,Democratic Party,Democrat
Edward Racek,Q19894320,Democratic Party,Democrat
Edward Ralph May,Q5344981,Democratic Party,Democrat
Edward Rath III,Q106963055,Republican Party,Republican
Edward Rawlings,Q112667930,Democratic Party,Democrat
Edward Ray Sloan,Q99472460,,Other
Edward Redd,Q16735067,Republican Party,Republican
Edward Reed Blake,Q26212436,Democratic Party,Democrat
Edward Regan,Q5345016,Republican Party,Republican
Edward Reuther,Q5345026,Democratic Party,Democrat
Edward Reynolds (American politician),Q18739840,Republican Party,Republican
Edward Rhodes Carswell,Q5345033,,Other
Edward Robb,Q1293341,Democratic Party,Democrat
Edward Robbins,Q5345067,Democratic-Republican Party,Democrat
Edward Roberts (mayor),Q5345083,,Other
Edward Robeson Taylor,Q5345086,Democratic Party,Democrat
Edward Robinson (Maine politician),Q1293357,Whig Party,Other
Edward Robison (Illinois politician),Q135683838,,Other
Edward Roche (politician),Q85850487,,Other
Edward Roderick Davies,Q5345094,,Other
Edward Rogers (representative),Q5345100,Democratic Party,Democrat
Edward Roitz,Q115626548,,Other
Edward Rosenstein,Q104866936,Democratic Party,Democrat
Edward Rosewater,Q5345116,Republican Party,Republican
Edward Rowan Finnegan,Q5345123,Democratic Party,Democrat
Edward Rowe (politician),Q48273365,,Other
Edward Ruggles Landon,Q20987284,,Other
Edward Rummel,Q55418247,Republican Party,Republican
Edward Rumsey,Q1293378,Whig Party,Other
Edward Russell (Maine politician),Q5345147,,Other
Edward Rustad,Q16025277,Republican Party,Republican
Edward Rutledge,Q878666,Federalist Party,Other
Edward Ryder,Q5345153,Republican Party,Republican
Edward S. Anthoine,Q96312894,,Other
Edward S. Bradford,Q97575632,,Other
Edward S. Bragg,Q910248,Democratic Party,Democrat
Edward S. Brooks,Q5345249,Republican Party,Republican
Edward S. Davis,Q5345160,,Other
Edward S. Esty,Q5345163,Republican Party,Republican
Edward S. Flint,Q5345164,,Other
Edward S. Hamlin,Q1293424,Whig Party,Other
Edward S. Lacey,Q1293435,Republican Party,Republican
Edward S. Lentol,Q18389431,Democratic Party,Democrat
Edward S. Minor,Q1293434,Republican Party,Republican
Edward S. Moran Jr.,Q16013706,Democratic Party,Democrat
Edward S. Salomon,Q976392,Republican Party,Republican
Edward S. Zelazo,Q5345190,Republican Party,Republican
Edward Salomon,Q214563,Republican Party,Republican
Edward Sandoval,Q16116635,Democratic Party,Democrat
Edward Sanford (New York politician),Q5345218,Democratic Party,Democrat
Edward Sauerhering,Q1293509,Republican Party,Republican
Edward Saunders Cheatham,Q16063589,,Other
Edward Schoeneck,Q429434,Republican Party,Republican
Edward Schulmerich,Q5345251,Republican Party,Republican
Edward Scofield,Q884649,Republican Party,Republican
Edward Scull,Q5345266,Republican Party,Republican
Edward Searing,Q5345270,,Other
Edward Seymour (Vermont politician),Q5345285,Republican Party,Republican
Edward Shippen III,Q5345312,,Other
Edward Simoneau,Q5345335,,Other
Edward Sirois,Q30066540,,Other
Edward Skyler,Q1293660,,Other
Edward Southard,Q20642032,Republican Party,Republican
Edward Sparrow,Q1293703,Democratic Party,Democrat
Edward Speer White,Q116931879,,Other
Edward St. Loe Livermore,Q1293711,Federalist Party,Other
Edward Staback,Q5345397,Democratic Party,Democrat
Edward Stack (Wisconsin politician),Q16017583,Democratic Party,Democrat
Edward Stanley Kellogg,Q3388855,,Other
Edward Stanly,Q1293755,Republican Party,Republican
Edward Stettinius Jr.,Q362118,Democratic Party,Democrat
Edward Stevens (general),Q3048682,,Other
Edward Stillings,Q5345456,Republican Party,Republican
Edward Suslovic,Q5345505,Democratic Party,Democrat
Edward Swann,Q5345511,Democratic Party,Democrat
Edward Swift Isham,Q16856471,Republican Party,Republican
Edward T. Begay,Q5345524,,Other
Edward T. Brennan,Q124151320,Democratic Party,Democrat
Edward T. Burke,Q5345525,,Other
Edward T. Conroy,Q17308992,Democratic Party,Democrat
Edward T. Dicker,Q118390913,Republican Party,Republican
Edward T. England,Q1293812,Republican Party,Republican
Edward T. Fairchild (judge),Q5345529,Republican Party,Republican
Edward T. Green,Q5345532,,Other
Edward T. Lewis (politician),Q1293817,Democratic Party,Democrat
Edward T. Noland,Q5345542,Democratic Party,Democrat
Edward T. O'Connor Jr.,Q5345543,Democratic Party,Democrat
Edward T. Scholl,Q99237469,,Other
Edward T. Scott,Q5345546,Republican Party,Republican
Edward T. Seay,Q17353012,Democratic Party,Democrat
Edward T. Taylor,Q1293826,Democratic Party,Democrat
Edward T. Young,Q66002123,Republican Party,Republican
Edward Telfair,Q1293842,,Other
Edward Thomas Abrams,Q21198357,,Other
Edward Thomas Branch,Q5345589,Democratic Party,Democrat
Edward Thomas Noonan,Q5345595,Democratic Party,Democrat
Edward Thomson Fairchild,Q5345610,,Other
Edward Tiffin,Q884891,Democratic-Republican Party,Democrat
Edward Tompkins,Q19395402,,Other
Edward Turner (judge),Q105299275,,Other
Edward Tylor Miller,Q604409,Republican Party,Republican
Edward U. Knowlton,Q29906638,Republican Party,Republican
Edward V. Babcock,Q5345688,,Other
Edward V. Curry,Q5345689,Democratic Party,Democrat
Edward V. Long,Q1293946,Democratic Party,Democrat
Edward V. Loughlin,Q124670129,Democratic Party,Democrat
Edward V. Robertson,Q1293950,Republican Party,Republican
Edward V. Whiton,Q5345692,Whig Party,Other
Edward Van Gerpen,Q27063464,Republican Party,Republican
Edward Vaughn,Q98596470,Democratic Party,Democrat
Edward Vigil,Q5345725,Democratic Party,Democrat
Edward Vincent (Wisconsin politician),Q133162102,,Other
Edward Vincent Jr.,Q5345731,,Other
Edward Voigt,Q1293974,Republican Party,Republican
Edward Vollmer,Q20709657,Republican Party,Republican
Edward Vosburgh,Q103930103,Republican Party,Republican
Edward Vrdolyak,Q5345734,Republican Party,Republican
Edward W. Atwood,Q96313195,Republican Party,Republican
Edward W. Carmack,Q1293975,Democratic Party,Democrat
Edward W. Cooch,Q5345738,Democratic Party,Democrat
Edward W. Creal,Q1293977,Democratic Party,Democrat
Edward W. Curley,Q5345739,Democratic Party,Democrat
Edward W. Dwight,Q16030974,Republican Party,Republican
Edward W. Fehling,Q5345743,Republican Party,Republican
Edward W. Gantt,Q124819472,,Other
Edward W. Goss,Q1293980,Republican Party,Republican
Edward W. Gray,Q1293987,Republican Party,Republican
Edward W. Greenman,Q4068840,Democratic Party,Democrat
Edward W. Hart,Q105225220,Democratic Party,Democrat
Edward W. Heston,Q5345747,,Other
Edward W. Hoch,Q889410,Republican Party,Republican
Edward W. Hudgins,Q5345748,,Other
Edward W. McGaughey,Q1293997,Whig Party,Other
Edward W. North,Q16858117,,Other
Edward W. Pattison,Q5345753,Democratic Party,Democrat
Edward W. Pou,Q1294003,Democratic Party,Democrat
Edward W. Pugh,Q114896535,Republican Party,Republican
Edward W. Saunders,Q608265,Democratic Party,Democrat
Edward W. Scruggs,Q28867976,Republican Party,Republican
Edward W. Scudder,Q24975545,,Other
Edward W. Seymour,Q1294151,Democratic Party,Democrat
Edward W. Stark,Q26998042,Republican Party,Republican
Edward W. Townsend,Q1294009,Democratic Party,Democrat
Edward W. Whelpley,Q107439935,,Other
Edward W. Whitson,Q5345761,Republican Party,Republican
Edward W. Wolbank,Q130771789,Democratic Party,Democrat
Edward Wade,Q1290133,Republican Party,Republican
Edward Wadsworth Jones,Q5345766,,Other
Edward Walker (politician),Q5345778,Republican Party,Republican
Edward Webster LeRoy,Q20031324,Republican Party,Republican
Edward Weil,Q110913680,Democratic Party,Democrat
Edward Wemple,Q5345840,Democratic Party,Democrat
Edward White Patterson,Q976506,Democratic Party,Democrat
Edward White Robertson,Q1294079,Democratic Party,Democrat
Edward Whitson,Q5345873,,Other
Edward Wiggins,Q5345878,Democratic Party,Democrat
Edward Wilcox (politician),Q17122983,,Other
Edward Winn,Q5345953,Socialist Equality Party,Other
Edward Winslow Hincks,Q5345956,,Other
Edward Wist,Q137384670,,Other
Edward Wunderly,Q99665344,Republican Party,Republican
Edward Y. Parsons,Q1294163,Democratic Party,Democrat
Edward Y. Rice,Q5346014,Democratic Party,Democrat
Edward Youngblood,Q5346028,Republican Party,Republican
Edward Zemprelli,Q5346034,Democratic Party,Democrat
Edward Zinn,Q5346038,,Other
Edward Zorinsky,Q265668,Republican Party,Republican
Edward Zuccaro,Q132194605,,Other
Edward de Veaux Morrell,Q5346049,Republican Party,Republican
Edward deGraffenried,Q1294190,Democratic Party,Democrat
Edwards Barham,Q5346090,Republican Party,Republican
Edwards Pierrepont,Q936877,Republican Party,Republican
Edwards W. Fiske,Q100146533,Republican Party,Republican
Edwin A. Colvin,Q18921204,Republican Party,Republican
Edwin A. Kenney,Q133890398,,Other
Edwin A. Miller,Q52314070,Republican Party,Republican
Edwin A. Seibel,Q65704720,Republican Party,Republican
Edwin A. Williams,Q20710845,Republican Party,Republican
Edwin Adams (politician),Q16001724,,Other
Edwin Albert Merritt,Q5346197,Republican Party,Republican
Edwin Alexander Forbes,Q5346199,Republican Party,Republican
Edwin Amidon,Q124158275,Republican Party,Republican
Edwin Arthur Hall,Q5346212,Republican Party,Republican
Edwin Atkins Merritt,Q5346217,Republican Party,Republican
Edwin Augustus Keeble,Q5346219,Democratic Party,Democrat
Edwin B. Bederman,Q41350577,Republican Party,Republican
Edwin B. Brooks,Q5346222,Republican Party,Republican
Edwin B. Dooley,Q5346224,Republican Party,Republican
Edwin B. Forsythe,Q928043,Republican Party,Republican
Edwin B. Harvey,Q97134884,,Other
Edwin B. Jones (politician),Q130316844,,Other
Edwin B. Kelsey,Q16066077,,Other
Edwin B. Morgan,Q5346231,Republican Party,Republican
Edwin B. Swope,Q5346230,,Other
Edwin B. Winans (politician),Q670158,Democratic Party,Democrat
Edwin Belcher,Q50716415,,Other
Edwin Bennion Cannon,Q5346249,,Other
Edwin Bideau,Q15992771,Republican Party,Republican
Edwin Bird Allen,Q124371907,Republican Party,Republican
Edwin Bowman,Q5346260,Democratic Party,Democrat
Edwin Bryant (alcalde),Q5346273,,Other
Edwin C. Burleigh,Q370638,Republican Party,Republican
Edwin C. Johnson,Q770463,Democratic Party,Democrat
Edwin C. McLogan,Q5346286,,Other
Edwin C. Nutt,Q117186364,Republican Party,Republican
Edwin C. Stewart,Q5346292,Republican Party,Republican
Edwin Coe,Q16198394,Republican Party,Republican
Edwin Corning,Q1294489,Democratic Party,Democrat
Edwin Corning Jr.,Q64006402,Democratic Party,Democrat
Edwin D. Eshleman,Q5346365,Republican Party,Republican
Edwin D. McGuinness,Q5346336,Democratic Party,Democrat
Edwin D. Morgan,Q659919,Republican Party,Republican
Edwin D. Nash,Q19604860,,Other
Edwin D. Ricketts,Q5346339,Republican Party,Republican
Edwin D. Woolley,Q5346340,,Other
Edwin David Sanborn,Q5346344,,Other
Edwin DeVries Vanderhoop,Q56284224,,Other
Edwin Denby (politician),Q962646,Republican Party,Republican
Edwin Durno,Q1294946,Republican Party,Republican
Edwin E. Bryant,Q16030746,Democratic Party,Democrat
Edwin E. Dale,Q122887754,Republican Party,Republican
Edwin E. Miller,Q15997988,Republican Party,Republican
Edwin E. Roberts,Q1294523,Republican Party,Republican
Edwin E. Willis,Q1294506,Democratic Party,Democrat
Edwin E. Woodman,Q5346376,Republican Party,Republican
Edwin Edwards,Q737491,Democratic Party,Democrat
Edwin Einstein,Q1192995,Republican Party,Republican
Edwin Eisendrath,Q5346385,Democratic Party,Democrat
Edwin Erickson,Q5346394,Republican Party,Republican
Edwin Escobar Hill,Q56043822,Renewed Democratic Liberty,Democrat
Edwin F. Ganz,Q19866261,Republican Party,Republican
Edwin F. Hunter,Q5346406,Democratic Party,Democrat
Edwin F. Ladd,Q907243,Republican Party,Republican
Edwin F. Leonard,Q5346409,Republican Party,Republican
Edwin F. Sweet,Q1294534,Democratic Party,Democrat
Edwin F. Uhl,Q3431169,,Other
Edwin Feulner,Q5346415,Republican Party,Republican
Edwin Flint,Q23016930,,Other
Edwin Flye,Q1294559,Republican Party,Republican
Edwin Francis Lyford,Q16066533,Republican Party,Republican
Edwin G. Corr,Q5346432,,Other
Edwin G. Fifield,Q21664407,Republican Party,Republican
Edwin G. Fraser,Q27491565,Democratic Party,Democrat
Edwin G. Johnson,Q5346434,Republican Party,Republican
Edwin G. Seibels,Q5346436,,Other
Edwin G. Waite,Q5346437,Republican Party,Republican
Edwin Godwin Reade,Q1294598,Know Nothing Party,Other
Edwin Granai,Q116267075,,Other
Edwin Grant,Q16866334,,Other
Edwin Gray,Q1294603,,Other
Edwin H. Conger,Q462309,Republican Party,Republican
Edwin H. Galloway,Q56290838,Republican Party,Republican
Edwin H. Hoff,Q111227027,,Other
Edwin H. Lothrop,Q16065410,,Other
Edwin H. May Jr.,Q1294630,Republican Party,Republican
Edwin H. Meihofer,Q111229616,Democratic Party,Democrat
Edwin H. Ragsdale,Q45133177,Republican Party,Republican
